HS Code,Description,CD,SD,VAT,AIT,RD,ATV,
20021000,Tomatoes; Whole Or In Pieces; Preserved Other Than By Vinegar; Etc,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20029000,Tomatoes;Oth.Than Whole Or Pieces Preserved Otherwise Than By Vinegar;Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20031000,Mushrooms; Preserved Otherwise Than By Vinegar Or Acetic Acid,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20039000,OTHER MUSHROOMS&TRUFFLES;PREPARED OR PRESE.OTHERW.THAN BY VINE.ACETIC ACID,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20041000,Potatoes;Preserved Not By Vinegar/Acetic Acid;Frozen (Excl.Prods. Of 2006),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20049000,Vegetables Nes Preserved Not By Vinegar Etc; Frozen (Excl.Prods Of 2006),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20051000,Homogenised Vegetable; Preserved Other Than By Vinegar; Etc; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20052000,Potatoes; Preserved Other Than By Vinegar Or Acetic Acid; Not Frozen,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
20054000,Peas; Preserved Other Than By Vinegar Or Acetic Acid; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20055100,Shelled Beans; Preserved Other Than By Vinegar; Etc; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20055900,Beans; Unshelled; Preserved Other Than By Vinegar; Etc; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20056000,Asparagus; Preserved Other Than By Vinegar Or Acetic Acid; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20057000,Olives; Preserved Other Than By Vinegar Or Acetic Acid; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20058000,Sweetcorn; Preserved Other Than By Vinegar Or Acetic Acid; Not Frozen,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20059100,Bamboo shoots,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20059900,Other vegetables and mixtures of vegetables:; Excl. Bamboo shoots,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20060000,Vegetables;Fruit;Nuts;Fruitpeel & Other Parts Of Plants;Preserved By Sugar,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20071000,Jams;Fruit Jellies;Marmalades;Homogen.;Nut Purce/Pastes;Cooked Prep;Sweet/,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20079100,Jams;Fruit Jellies;Marmalades;Etc;Of Citrus Fruit Oth.Than Homogenised Pre,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20079900,Oth.Jams;Fruit Jellies;Marmalades;Nut Purce/Pastes Oth Than Citrus Fruit..,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20081100,Ground-Nuts; Prepared On Preserved,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20081900,Nuts And Seeds Including Mixtures; Other Than Ground Nuts; Preserved,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20082000,Pineapples;Otherwise Prepared Or Preserved (Excl.Those Of 20.06 And 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20083000,Citrus Fruit;Otherwise Prepared Or Preserved (Excl.Those Of 20.06 & 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20084000,Pears;Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20085000,Apricots; Otherwise Prepared Or Preserved (Excl. Those Of 20.06and 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20086000,Cherries; Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20087000,Peaches; Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20088000,Strawberries;Otherwise Prepared Or Preserved (Excl.Those Of 20.06 & 20.07),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20089100,Palm Hearts;Prepared Or Preserved(Excl.Those Of 20.06 And 20.07 & 2008.19),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20089300,Cranberries (Vaccinium macrocarpon; Vaccinium oxycoccos; Vaccinium vitis-idaea),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20089700,Mixture,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20089900,Other fruit; etc; prepared or preserved; nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
20091100,Frzn.Orange Juice;Unfermented;Not Containing Added Spirit;Sweetened Or Not,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20091200,ORANGE JUICE UNFORMETED NOT CON.ADDED SPRIT;NOT FROZEN;OF BRIX VALUE<20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20091900,Unfrzn.Orange Juice;Unfermented;Not Containing Added Spirit;Sweetened/Not,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20092100,GRAPEFRUIT JUICE OF A BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20092900,OTHER GRAPEFRUIT JUICE,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20093100,JUICE OF ANY OTHER SINGLE CITRUS FRUIT OF A BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20093900,OTHER JUICE OF ANY OTHER SINGLE CITRUS FRUIT EXCL. BRIX VAL.NOT EXCEED.20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20094100,PINEAPPLE JUICE OF A BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20094900,OTHER PINEAPPLE JUICE EXCLUDING BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20095000,Tomato Juice; Unfermented; Not Containing Added Spirit;Sweetened Or Not,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20096100,GRAPE JUICE (INCLUDING GRAPE MUST) OF A BRIX VALUE NOT EXCEEDING 30,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20096900,OTHER; GRAPE JUICE (INCLUDING GRAPE MUST)EXCL. BRIX VALUE NOT EXCEEDING 30,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20097100,APPLE JUICE OF A BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20097900,OTHER; APPLE JUICE EXCL. BRIX VALUE NOT EXCEEDING 20,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20098100,Juice of any other single fruit or vegetable Cranberry Juice,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20098900,Juice of any other single fruit or vegetable other than Cranberry Juice,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
20099000,Mixtures Of Juices;Unfermented;Not Cont. Added Spirit;Sweetened Or Not,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21011100,Extracts; Essences And Concentrates Of Coffee,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21011200,Preparations With A Basis Of Extract/Essence Etc.Or With A Basis Of Coffee,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21012000,Extracts; Essences; Concentrates And Preparations Of Tea Or Mate,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21013000,Roasted Coffee Substitutes (Incl.Chicory);Extracts;Essences & Conc.Thereof,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21021000,Active Yeasts,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
21022000,Inactive yeasts; other single-cell micro-organisms; dead,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
21023000,Prepared Baking Powders,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
21031000,Soya Sauce,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21032000,Tomato Ketchup And Other Tomato Sauces,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21033000,Mustard Flour And Meal; And Prepared Mustard,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21039010,sauce preparations; mixed condiments and seasonings;NES,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21039090,sauce preparations; mixed condiments and seasonings;NES,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21041000,Soups And Broths And Preparations Therefor,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21042000,Homogenized Composite Food Preparations,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21050000,Ice Cream And Other Edible Ice; Whether Or Not Containing Cocoa,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21061000,Protein Concentrates And Textured Protein Substances,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
21069010,Oth.Food Nes.Containing Alcohol Exceeding Alcoholic Strength 0.5% By Volum,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
21069021,Beverage concentrate,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21069029,Beverage concentrate,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21069030,Soya protein based food preparations in bulk imported by VAT registered food proc,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21069041,Stabilizer for milk imported by VAT registered milk foodstuffs manufacturing and agro,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
21069049,Stabilizer for milk imported by VAT registered milk foodstuffs manufacturing and agro,CD 25%,SD 10%,VAT 15%,AIT 5%,RD 3%,ATV 5%,75.84,
21069050,Creamer in bulk imported by VAT registered milk foodstuffs manufacturers,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21069060,Food supplement,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
21069090,Other food preparations not elsewhere specified or incl.(excl. beverage concentrate),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
22011000,Mineral Waters And Aerated Waters; Unsweetened,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
22019000,OTHER WATER; EXCL.MINERAL WATERS AND AERATED WATERS,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
22021000,Waters (Incl. Mineral And Aerated); With Added Sugar; Sweetener; Etc,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
22029100,Non-alcoholic beer,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
22029900,Waters; including mineral waters and aerated waters...Excl. Non-alcoholic beer,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
22030000,Beer Made From Malt,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
22041000,Sparkling Wine,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22042100,Wine(Not Sparkling);Grape Must With Fermt.Prevt.By Alcohol In: <=2 L Cont.,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22042200,In containers holding more than 2 L but not more than 10 L,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22042900,Wine(Not Sparkling); Grape Must With Fremt.Prevt.By Alcohol In: >=2 L Cont,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22043000,Other Grape Must; Nes,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22051000,Vermouth And Other Wine Of Fresh Grapes; Flavoured: <=2 Litre Cont.,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22059000,Vermouth And Other Wine Of Fresh Grapes; Flavoured: >2 Litre Containers,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22060000,Other Ferment Beverages(E.G.Cider);Mixtures Of Fermented Beverages,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22071000,Undenatured Ethyl Alcohol; Of Alcoholic Strength >=80% By Vol.,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
22072000,Ethyl Alcohol And Other Denatured Spirits Of Any Strength,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
22082000,Spirits From Distilled Grape Wine Or  Grape Marc,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22083000,Whiskeys,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22084000,Rum And Tafia,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22085000,Gin And Geneva,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22086000,Vodka,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22087000,Liqueurs And Cordials,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22089000,Other Spirituous Beverages; Nes,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
22090000,Vinegar And Substitutes For Vinegar Obtained From Acetic Acid,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
23011010,Flours;Meals & Pellets;Of Meat Unfit For Human Consumption;Greaves;Wra/Can.upto 2.5 kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23011090,Flours;Meals & Pellets;Of Meat Unfit For Human Consumption;Greaves;W./C.,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23012010,Flours; meals and pellets; of fish or of crustaceans...wrapped/canned upto 2.5 kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23012090,Flours; meals and pellets; of fish or of crustaceansàExcl.wrapped/canned upto 2.5 kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23021000,Brans; Sharps And Other Residues Of Maize(Corn),CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23023000,Brans; Sharps And Other Residues Of Wheat,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23024010,Brans;Sharps & Oth. Residues Of Oth. Cereals Except Maize;Rice & Wheat,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23024090,Brans;Sharps & Oth. Residues Of Oth. Cereals Except Maize;Rice & Wheat,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23025000,Brans; Sharps And Other Residues Of Leguminous Plants,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23031000,Residues Of Starch Manufacture And Similar Residues,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23032000,Beet Pulp; Bagasse And Other Waste Of Sugar Manufacture,CD 0%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,21.33,
23033000,Brewing Or Distilling Dregs And Waste,CD 0%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,21.33,
23040000,Oil-Cake And Other Solid Residues; Of Soya-Bean Oil,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 5%,ATV 5%,11.65,
23050000,Oil-Cake And Other Solid Residues; Of Ground-Nut Oil,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23061000,Oil-Cake And Other Solid Residues Of Cotton Seeds,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 5%,ATV 5%,11.65,
23062000,Oil-Cake And Other Solid Residues Of Linseed,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23063000,Oil-Cake And Other Solid Residues Of Sunflower Seeds,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23064100,OILCAKE&OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS OF LOW ERUCIC ACID R/C,CD 10%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,21.97,
23064900,OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS; OTHER,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23065000,Oil-Cake And Other Solid Residues Of Coconut Or Copra,CD 5%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,27.4,
23066000,Oil-Cake And Other Solid Residues Of Palm Nuts Or Kernels,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 5%,ATV 5%,11.65,
23069000,Oil-Cake And Other Solid Residues; Of Other Vegetable Fats And Oils,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23070000,Wine Lees; Argol,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
23080000,VEGETABLE MATERIALS&VEG.WASTE;VEG.RESIDUES&BY-PRODUCTS;..ANIMAL FEEDING..,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
23091000,Dog Or Cat Food; Put Up For Retail Sale,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
23099011,Vitamin or mineral or amino acid or their combination (feed grade),CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23099012,Vitamin premix or mineral premix or amino acid premix or their combination(feed grade,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23099013,Probiotics or Prebiotics or their combinatioin (feed grade),CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23099014,Essential oil or combination of essential oils (feed grade),CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23099019,Oth; Preparations for use in making complete feed or supplementary feed,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
23099090,OTH..Preparations of a kind used in animal feeding. ;nes,CD 10%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,16.97,
24011000,Tobacco; Not Stemmed/Stripped,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
24012000,Tobacco; Partly Or Wholly Stemmed/Stripped,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
24013000,Tobacco Refuse,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
24021000,Cigars; Cheroots And Cigarillos Containing Tobacco,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
24022000,Cigarettes Containing Tobacco,CD 25%,SD 350%,VAT 15%,AIT 5%,RD 3%,ATV 5%,603.88,
24029000,Cigars; cigarillos; cigarettes; etc; not containing tobacco,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
24031100,Smoking tobacco; Water pipe tobacco specified in Subheading Note 1 to this Chapter,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
24031900,Smoking tobacco; EXCL. Water pipe tobacco specified in Subheading Note 1 to this Chapter,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
24039100,Homogenized Or Reconstituted Tobacco,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
24039900,OTHER MANUFACTURED TOBACCO AND MANUFACTURED TOBACCO..EXCL.HOMOGENISED OR RECONS.TOBACCO,CD 25%,SD 150%,VAT 15%,AIT 5%,RD 3%,ATV 5%,293.27,
25010010,Pure Sodium Chloride Bp/Usp Pyrogen Free,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25010020,Salt (other than pure sodium chlo.)...solution ..salt boulder for crushing & salt in bul,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25010030,Rock salt; bhit lobon,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25010091,Denatured salt (coloured),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25010099,Other Salt,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25020000,Unroasted Iron Pyrites,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25030000,Sulphur Of All Kinds (Excl. Sublimed; Precipitated And Colloidal Sulphur),CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
25041000,Natural Graphite In Powder Or In Flakes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25049000,Other Natural Graphite (Excl. In Powder Or In Flakes),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25051000,Silica Sands And Quartz Sands,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
25059000,Natural Sands(Ex.Silica & Quartz Sands & Metal-Bearing Sands Of Ch.26)Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25061000,Quartz,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25062000,Quartzite,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25070000,Kaolin And Other Kaolinic Clays; Whether Or Not Calcined,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25081000,Bentonite,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25083000,Fire-Clay,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25084000,Other Clays; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25085000,Andalusite; Kyanite And Sillimanite,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25086000,Mullite,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25087000,Chamotte Or Dinas Earths,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25090000,CHALK,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25101000,NATURAL CALCIUM PHOSPHATES; NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..;UNGROUD,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
25102000,NATURAL CALCIUM PHOSPHATES; NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..;GROUD,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
25111000,Natural Barium Sulphate (Barytes),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25112000,Natural Barium Carbonate (Whitherife),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25120000,Siliceous Fossil Meals (Kieselguhr; Tripolite; Etc); Siliceous Earths,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25131000,Pumice stone,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
25132000,Emery; Natural Corundum; Natural Garnet And Other Natural Abrasives,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25140000,Slate; Roughly Trimmed Or Merely Cut Into Blocks On Slabs,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
25151100,MARBLE AND TRAVERTINE;CRUDE OR ROUGHLY TRIMMED,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25151200,Merely cut; by sawing or otherwise; into blocks ....a rectan.. (including square) shape,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25152000,Ecaussine And Other Calcareous Building Stone; Alabaster,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25161100,GRANITE; CRUDE OR ROUGHLY TRIMMED,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25161200,Granite; Merely Cut Into Blocks On Slabs Of A Square Or Rectangular Shape,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
25162000,Sandstone,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 20%,ATV 5%,56.67,
25169010,Boulder stone,CD 5%,SD 10%,VAT 15%,AIT 5%,RD 0%,ATV 5%,45.14,
25169090,Other than Boulder stone,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
25171010,Flint/grinding pebbles imported by VAT registered ceramic products manufacturing,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
25171090,Broken or crushed stone,CD 5%,SD 30%,VAT 15%,AIT 5%,RD 0%,ATV 5%,70.62,
25172000,Macadam Of Slag; Dross Or Similar Industrial Waste,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
25173000,Tarred Macadam,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
25174100,Marble Granules; Chippings And Powder,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
